patient_id,fold,k,strategy,replicate,observed_frame_indices_json,estimator_visible_tensors,scoring_only_tensors
patient011,3,10,clustered,2,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient011,3,10,clustered,3,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient011,3,10,clustered,4,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient013,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient013,3,10,random,0,"[0, 1, 3, 11, 12, 13, 15, 16, 17, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient013,3,10,random,1,"[0, 2, 3, 11, 15, 17, 18, 19, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient013,3,10,random,2,"[3, 6, 7, 10, 12, 14, 15, 20, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient013,3,10,random,3,"[1, 3, 5, 6, 7, 9, 14, 18, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient013,3,10,random,4,"[0, 1, 4, 5, 6, 13, 19, 20, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient013,3,10,clustered,0,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient013,3,10,clustered,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient013,3,10,clustered,2,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient013,3,10,clustered,3,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient013,3,10,clustered,4,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient015,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient015,3,10,random,0,"[1, 4, 7, 9, 11, 13, 15, 16, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient015,3,10,random,1,"[3, 5, 6, 9, 10, 14, 15, 20, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient015,3,10,random,2,"[0, 1, 2, 4, 6, 10, 16, 17, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient015,3,10,random,3,"[0, 5, 6, 8, 11, 12, 16, 18, 19, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient015,3,10,random,4,"[0, 6, 10, 11, 12, 13, 15, 17, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient015,3,10,clustered,0,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient015,3,10,clustered,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient015,3,10,clustered,2,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient015,3,10,clustered,3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient015,3,10,clustered,4,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient019,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient019,3,10,random,0,"[0, 1, 4, 5, 10, 11, 15, 19, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient019,3,10,random,1,"[1, 3, 5, 10, 11, 12, 13, 15, 17, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient019,3,10,random,2,"[0, 3, 6, 8, 9, 12, 15, 16, 18, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient019,3,10,random,3,"[0, 3, 4, 6, 10, 12, 15, 16, 17, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient019,3,10,random,4,"[0, 4, 5, 8, 12, 14, 18, 19, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient019,3,10,clustered,0,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient019,3,10,clustered,1,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient019,3,10,clustered,2,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient019,3,10,clustered,3,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient019,3,10,clustered,4,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient025,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient025,3,10,random,0,"[1, 4, 5, 7, 8, 9, 14, 15, 18, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient025,3,10,random,1,"[0, 2, 5, 8, 9, 11, 12, 19, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient025,3,10,random,2,"[1, 3, 4, 5, 7, 8, 10, 16, 18, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient025,3,10,random,3,"[0, 3, 5, 7, 10, 17, 19, 20, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient025,3,10,random,4,"[2, 6, 8, 9, 13, 14, 16, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient025,3,10,clustered,0,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient025,3,10,clustered,1,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient025,3,10,clustered,2,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient025,3,10,clustered,3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient025,3,10,clustered,4,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient029,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient029,3,10,random,0,"[2, 7, 9, 10, 11, 13, 16, 18, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient029,3,10,random,1,"[1, 2, 8, 9, 12, 13, 15, 16, 18, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient029,3,10,random,2,"[0, 5, 6, 7, 8, 12, 13, 18, 19, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient029,3,10,random,3,"[1, 2, 3, 4, 7, 8, 10, 14, 16, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient029,3,10,random,4,"[0, 4, 6, 13, 14, 16, 17, 19, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient029,3,10,clustered,0,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient029,3,10,clustered,1,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient029,3,10,clustered,2,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient029,3,10,clustered,3,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient029,3,10,clustered,4,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient037,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient037,3,10,random,0,"[0, 6, 8, 10, 11, 13, 15, 17, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient037,3,10,random,1,"[0, 1, 3, 11, 12, 16, 18, 20, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient037,3,10,random,2,"[0, 2, 4, 11, 12, 15, 18, 19, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient037,3,10,random,3,"[3, 6, 10, 11, 13, 15, 17, 20, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient037,3,10,random,4,"[2, 3, 5, 12, 14, 15, 16, 17, 19, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient037,3,10,clustered,0,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient037,3,10,clustered,1,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient037,3,10,clustered,2,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient037,3,10,clustered,3,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient037,3,10,clustered,4,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient039,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient039,3,10,random,0,"[0, 2, 6, 8, 11, 12, 13, 15, 19, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient039,3,10,random,1,"[6, 7, 8, 9, 14, 16, 18, 20, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient039,3,10,random,2,"[5, 6, 7, 9, 10, 11, 15, 17, 18, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient039,3,10,random,3,"[0, 2, 3, 5, 6, 8, 11, 19, 20, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient039,3,10,random,4,"[1, 4, 5, 8, 10, 12, 14, 15, 20, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient039,3,10,clustered,0,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient039,3,10,clustered,1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient039,3,10,clustered,2,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient039,3,10,clustered,3,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient039,3,10,clustered,4,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient045,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient045,3,10,random,0,"[3, 4, 7, 9, 10, 11, 12, 18, 19, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient045,3,10,random,1,"[0, 1, 2, 3, 12, 13, 15, 17, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient045,3,10,random,2,"[2, 4, 13, 14, 15, 16, 17, 18, 19, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient045,3,10,random,3,"[2, 5, 8, 9, 11, 14, 15, 18, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient045,3,10,random,4,"[1, 3, 8, 10, 11, 13, 19, 20, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient045,3,10,clustered,0,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient045,3,10,clustered,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient045,3,10,clustered,2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient045,3,10,clustered,3,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient045,3,10,clustered,4,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient050,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient050,3,10,random,0,"[3, 8, 9, 10, 11, 12, 13, 15, 17, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient050,3,10,random,1,"[1, 6, 8, 9, 10, 13, 16, 17, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient050,3,10,random,2,"[6, 9, 11, 13, 14, 15, 18, 19, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient050,3,10,random,3,"[4, 5, 7, 11, 15, 16, 18, 19, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient050,3,10,random,4,"[0, 4, 5, 6, 9, 12, 13, 15, 18, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient050,3,10,clustered,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient050,3,10,clustered,1,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient050,3,10,clustered,2,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient050,3,10,clustered,3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient050,3,10,clustered,4,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient051,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient051,3,10,random,0,"[2, 6, 7, 11, 14, 15, 16, 19, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient051,3,10,random,1,"[3, 4, 5, 6, 7, 12, 15, 18, 19, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient051,3,10,random,2,"[0, 2, 4, 13, 14, 17, 18, 19, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient051,3,10,random,3,"[0, 10, 11, 12, 15, 17, 18, 19, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient051,3,10,random,4,"[1, 2, 8, 9, 11, 13, 16, 17, 19, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient051,3,10,clustered,0,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient051,3,10,clustered,1,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient051,3,10,clustered,2,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient051,3,10,clustered,3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient051,3,10,clustered,4,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient064,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient064,3,10,random,0,"[0, 3, 5, 8, 10, 11, 12, 16, 18, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient064,3,10,random,1,"[3, 7, 8, 9, 10, 15, 17, 19, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient064,3,10,random,2,"[1, 5, 6, 9, 13, 14, 17, 18, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient064,3,10,random,3,"[6, 8, 9, 10, 12, 13, 14, 17, 19, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient064,3,10,random,4,"[3, 6, 7, 8, 9, 11, 15, 17, 18, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient064,3,10,clustered,0,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient064,3,10,clustered,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient064,3,10,clustered,2,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient064,3,10,clustered,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient064,3,10,clustered,4,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient065,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient065,3,10,random,0,"[1, 2, 5, 8, 9, 11, 12, 14, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient065,3,10,random,1,"[0, 2, 4, 9, 10, 14, 15, 16, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient065,3,10,random,2,"[0, 3, 4, 7, 11, 14, 15, 18, 19, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient065,3,10,random,3,"[2, 4, 6, 7, 10, 11, 14, 17, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient065,3,10,random,4,"[2, 3, 9, 11, 12, 18, 19, 20, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient065,3,10,clustered,0,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient065,3,10,clustered,1,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient065,3,10,clustered,2,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient065,3,10,clustered,3,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient065,3,10,clustered,4,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient071,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient071,3,10,random,0,"[0, 5, 10, 13, 14, 15, 16, 17, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient071,3,10,random,1,"[1, 7, 8, 9, 12, 15, 17, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient071,3,10,random,2,"[2, 5, 6, 8, 13, 16, 17, 20, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient071,3,10,random,3,"[2, 3, 7, 10, 11, 13, 14, 19, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient071,3,10,random,4,"[3, 4, 5, 7, 9, 10, 13, 14, 15, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient071,3,10,clustered,0,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient071,3,10,clustered,1,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient071,3,10,clustered,2,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient071,3,10,clustered,3,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient071,3,10,clustered,4,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient079,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient079,3,10,random,0,"[0, 4, 5, 8, 9, 11, 14, 16, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient079,3,10,random,1,"[2, 3, 6, 7, 9, 12, 17, 20, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient079,3,10,random,2,"[0, 1, 3, 5, 6, 12, 14, 15, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient079,3,10,random,3,"[3, 4, 6, 7, 8, 11, 16, 17, 19, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient079,3,10,random,4,"[0, 2, 3, 9, 12, 17, 18, 20, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient079,3,10,clustered,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient079,3,10,clustered,1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient079,3,10,clustered,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient079,3,10,clustered,3,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient079,3,10,clustered,4,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient089,3,10,uniform,0,"[0, 3, 5, 8, 10, 13, 15, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient089,3,10,random,0,"[1, 3, 5, 6, 11, 14, 17, 18, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
