patient_id,fold,k,strategy,replicate,observed_frame_indices_json,estimator_visible_tensors,scoring_only_tensors
patient043,2,5,clustered,2,"[0, 2, 4, 6, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient043,2,5,clustered,3,"[6, 8, 10, 12, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient043,2,5,clustered,4,"[4, 6, 8, 10, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient052,2,5,uniform,0,"[0, 6, 12, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient052,2,5,random,0,"[1, 4, 8, 11, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient052,2,5,random,1,"[7, 8, 10, 18, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient052,2,5,random,2,"[5, 10, 17, 18, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient052,2,5,random,3,"[8, 9, 10, 11, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient052,2,5,random,4,"[1, 10, 16, 18, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient052,2,5,clustered,0,"[6, 8, 10, 12, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient052,2,5,clustered,1,"[9, 11, 13, 15, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient052,2,5,clustered,2,"[3, 5, 7, 9, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient052,2,5,clustered,3,"[14, 16, 18, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient052,2,5,clustered,4,"[9, 11, 13, 15, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient053,2,5,uniform,0,"[0, 6, 12, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient053,2,5,random,0,"[0, 9, 12, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient053,2,5,random,1,"[3, 6, 15, 17, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient053,2,5,random,2,"[5, 12, 13, 19, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient053,2,5,random,3,"[5, 9, 10, 13, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient053,2,5,random,4,"[3, 6, 10, 11, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient053,2,5,clustered,0,"[6, 8, 10, 12, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient053,2,5,clustered,1,"[8, 10, 12, 14, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient053,2,5,clustered,2,"[12, 14, 16, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient053,2,5,clustered,3,"[3, 5, 7, 9, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient053,2,5,clustered,4,"[1, 3, 5, 7, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient055,2,5,uniform,0,"[0, 6, 12, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient055,2,5,random,0,"[5, 7, 8, 9, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient055,2,5,random,1,"[4, 12, 17, 18, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient055,2,5,random,2,"[2, 8, 12, 15, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient055,2,5,random,3,"[3, 4, 15, 17, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient055,2,5,random,4,"[4, 7, 14, 15, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient055,2,5,clustered,0,"[1, 3, 5, 7, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient055,2,5,clustered,1,"[7, 9, 11, 13, 15]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient055,2,5,clustered,2,"[2, 4, 6, 8, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient055,2,5,clustered,3,"[5, 7, 9, 11, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient055,2,5,clustered,4,"[0, 2, 4, 6, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient056,2,5,uniform,0,"[0, 6, 12, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient056,2,5,random,0,"[3, 15, 16, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient056,2,5,random,1,"[14, 16, 18, 19, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient056,2,5,random,2,"[1, 10, 15, 16, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient056,2,5,random,3,"[6, 8, 19, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient056,2,5,random,4,"[6, 17, 20, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient056,2,5,clustered,0,"[4, 6, 8, 10, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient056,2,5,clustered,1,"[4, 6, 8, 10, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient056,2,5,clustered,2,"[14, 16, 18, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient056,2,5,clustered,3,"[3, 5, 7, 9, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient056,2,5,clustered,4,"[14, 16, 18, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient063,2,5,uniform,0,"[0, 6, 12, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient063,2,5,random,0,"[2, 3, 15, 16, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient063,2,5,random,1,"[8, 12, 14, 19, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient063,2,5,random,2,"[1, 5, 9, 16, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient063,2,5,random,3,"[1, 2, 15, 18, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient063,2,5,random,4,"[11, 13, 16, 17, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient063,2,5,clustered,0,"[0, 2, 4, 6, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient063,2,5,clustered,1,"[12, 14, 16, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient063,2,5,clustered,2,"[15, 17, 19, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient063,2,5,clustered,3,"[10, 12, 14, 16, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient063,2,5,clustered,4,"[8, 10, 12, 14, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient070,2,5,uniform,0,"[0, 6, 12, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient070,2,5,random,0,"[5, 7, 11, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient070,2,5,random,1,"[4, 11, 19, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient070,2,5,random,2,"[0, 7, 12, 17, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient070,2,5,random,3,"[8, 9, 13, 14, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient070,2,5,random,4,"[7, 9, 10, 16, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient070,2,5,clustered,0,"[2, 4, 6, 8, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient070,2,5,clustered,1,"[3, 5, 7, 9, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient070,2,5,clustered,2,"[12, 14, 16, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient070,2,5,clustered,3,"[12, 14, 16, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient070,2,5,clustered,4,"[12, 14, 16, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient073,2,5,uniform,0,"[0, 6, 12, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient073,2,5,random,0,"[2, 5, 11, 16, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient073,2,5,random,1,"[1, 5, 11, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient073,2,5,random,2,"[3, 5, 10, 17, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient073,2,5,random,3,"[1, 6, 12, 14, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient073,2,5,random,4,"[1, 4, 6, 8, 13]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient073,2,5,clustered,0,"[4, 6, 8, 10, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient073,2,5,clustered,1,"[11, 13, 15, 17, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient073,2,5,clustered,2,"[14, 16, 18, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient073,2,5,clustered,3,"[14, 16, 18, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient073,2,5,clustered,4,"[14, 16, 18, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient081,2,5,uniform,0,"[0, 6, 12, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient081,2,5,random,0,"[2, 3, 6, 19, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient081,2,5,random,1,"[11, 13, 18, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient081,2,5,random,2,"[8, 9, 11, 14, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient081,2,5,random,3,"[0, 3, 6, 17, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient081,2,5,random,4,"[2, 14, 17, 20, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient081,2,5,clustered,0,"[13, 15, 17, 19, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient081,2,5,clustered,1,"[3, 5, 7, 9, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient081,2,5,clustered,2,"[0, 2, 4, 6, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient081,2,5,clustered,3,"[3, 5, 7, 9, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient081,2,5,clustered,4,"[10, 12, 14, 16, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient087,2,5,uniform,0,"[0, 6, 12, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient087,2,5,random,0,"[2, 12, 13, 19, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient087,2,5,random,1,"[2, 3, 8, 14, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient087,2,5,random,2,"[5, 8, 13, 16, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient087,2,5,random,3,"[7, 8, 21, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient087,2,5,random,4,"[5, 11, 13, 20, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient087,2,5,clustered,0,"[8, 10, 12, 14, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient087,2,5,clustered,1,"[6, 8, 10, 12, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient087,2,5,clustered,2,"[1, 3, 5, 7, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient087,2,5,clustered,3,"[0, 2, 4, 6, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient087,2,5,clustered,4,"[8, 10, 12, 14, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient088,2,5,uniform,0,"[0, 6, 12, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient088,2,5,random,0,"[4, 12, 14, 15, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient088,2,5,random,1,"[0, 4, 14, 16, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient088,2,5,random,2,"[6, 10, 16, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient088,2,5,random,3,"[7, 12, 16, 19, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient088,2,5,random,4,"[7, 11, 13, 19, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient088,2,5,clustered,0,"[2, 4, 6, 8, 10]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient088,2,5,clustered,1,"[14, 16, 18, 20, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient088,2,5,clustered,2,"[11, 13, 15, 17, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient088,2,5,clustered,3,"[4, 6, 8, 10, 12]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient088,2,5,clustered,4,"[3, 5, 7, 9, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient090,2,5,uniform,0,"[0, 6, 12, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient090,2,5,random,0,"[3, 10, 16, 17, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient090,2,5,random,1,"[8, 11, 12, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient090,2,5,random,2,"[4, 6, 14, 15, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient090,2,5,random,3,"[4, 7, 9, 10, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient090,2,5,random,4,"[0, 5, 10, 11, 19]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient090,2,5,clustered,0,"[12, 14, 16, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient090,2,5,clustered,1,"[13, 15, 17, 19, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient090,2,5,clustered,2,"[1, 3, 5, 7, 9]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient090,2,5,clustered,3,"[15, 17, 19, 21, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient090,2,5,clustered,4,"[8, 10, 12, 14, 16]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient092,2,5,uniform,0,"[0, 6, 12, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient092,2,5,random,0,"[1, 8, 14, 15, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient092,2,5,random,1,"[7, 12, 20, 21, 22]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient092,2,5,random,2,"[2, 8, 9, 16, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient092,2,5,random,3,"[4, 5, 20, 22, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient092,2,5,random,4,"[10, 11, 12, 18, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient092,2,5,clustered,0,"[0, 2, 4, 6, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient092,2,5,clustered,1,"[13, 15, 17, 19, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient092,2,5,clustered,2,"[6, 8, 10, 12, 14]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient092,2,5,clustered,3,"[12, 14, 16, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient092,2,5,clustered,4,"[0, 2, 4, 6, 8]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient093,2,5,uniform,0,"[0, 6, 12, 17, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient093,2,5,random,0,"[5, 10, 15, 17, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient093,2,5,random,1,"[1, 9, 12, 17, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient093,2,5,random,2,"[1, 5, 13, 19, 21]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient093,2,5,random,3,"[1, 2, 7, 19, 23]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient093,2,5,random,4,"[4, 6, 16, 19, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient093,2,5,clustered,0,"[10, 12, 14, 16, 18]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient093,2,5,clustered,1,"[12, 14, 16, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient093,2,5,clustered,2,"[3, 5, 7, 9, 11]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient093,2,5,clustered,3,"[12, 14, 16, 18, 20]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
patient093,2,5,clustered,4,"[9, 11, 13, 15, 17]","observed_images,observed_times,full_time_grid","hidden_images,full_cycle_masks"
